firstAuthor,accessionId,reportedTrait,Samplesize,summaryStatistics
Chen Y,GCST90200049,Myristoyl dihydrosphingomyelin (d18:0/14:0) levels,8254,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200049/GCST90200049_buildGRCh38.tsv.gz
Chen Y,GCST90200050,5-hydroxyindole sulfate levels,6163,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200050/GCST90200050_buildGRCh38.tsv.gz
Chen Y,GCST90200051,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6) levels,8230,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200051/GCST90200051_buildGRCh38.tsv.gz
Chen Y,GCST90200052,1-(1-enyl-palmitoyl)-2-arachidonoyl-gpc (p-16:0/20:4) levels,8251,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200052/GCST90200052_buildGRCh38.tsv.gz
Chen Y,GCST90200053,"Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0) levels",8242,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200053/GCST90200053_buildGRCh38.tsv.gz
Chen Y,GCST90200054,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4) levels,8257,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200054/GCST90200054_buildGRCh38.tsv.gz
Chen Y,GCST90200055,Lactosyl-N-palmitoyl-sphingosine (d18:1/16:0) levels,8266,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200055/GCST90200055_buildGRCh38.tsv.gz
Chen Y,GCST90200056,"Sphingomyelin (d18:0/18:0, d19:0/17:0) levels",8274,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200056/GCST90200056_buildGRCh38.tsv.gz
Chen Y,GCST90200057,1-(1-enyl-palmitoyl)-2-oleoyl-gpc (p-16:0/18:1) levels,8222,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200057/GCST90200057_buildGRCh38.tsv.gz
Chen Y,GCST90200058,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (p-18:0/20:4) levels,8254,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200058/GCST90200058_buildGRCh38.tsv.gz
Chen Y,GCST90200059,Behenoyl dihydrosphingomyelin (d18:0/22:0) levels,8275,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200059/GCST90200059_buildGRCh38.tsv.gz
Chen Y,GCST90200060,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (p-16:0/18:2) levels,8260,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200060/GCST90200060_buildGRCh38.tsv.gz
Chen Y,GCST90200061,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (p-16:0/18:1) levels,8264,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200061/GCST90200061_buildGRCh38.tsv.gz
Chen Y,GCST90200062,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4) levels,8057,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200062/GCST90200062_buildGRCh38.tsv.gz
Chen Y,GCST90200063,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6) levels,8262,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200063/GCST90200063_buildGRCh38.tsv.gz
Chen Y,GCST90200064,N-palmitoyl-sphinganine (d18:0/16:0) levels,8208,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200064/GCST90200064_buildGRCh38.tsv.gz
Chen Y,GCST90200065,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6) levels,8251,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200065/GCST90200065_buildGRCh38.tsv.gz
Chen Y,GCST90200066,Gamma-tocopherol/beta-tocopherol levels,8231,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200066/GCST90200066_buildGRCh38.tsv.gz
Chen Y,GCST90200067,1-stearoyl-2-linoleoyl-GPI (18:0/18:2) levels,8113,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200067/GCST90200067_buildGRCh38.tsv.gz
Chen Y,GCST90200068,"1,2-dilinoleoyl-GPE (18:2/18:2) levels",6804,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200068/GCST90200068_buildGRCh38.tsv.gz
Chen Y,GCST90200069,Phenylacetylglutamate levels,6227,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200069/GCST90200069_buildGRCh38.tsv.gz
Chen Y,GCST90200070,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1) levels,8083,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200070/GCST90200070_buildGRCh38.tsv.gz
Chen Y,GCST90200071,Palmitoylcholine levels,8209,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200071/GCST90200071_buildGRCh38.tsv.gz
Chen Y,GCST90200072,Thioproline levels,8226,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200072/GCST90200072_buildGRCh38.tsv.gz
Chen Y,GCST90200073,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6) levels,8063,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200073/GCST90200073_buildGRCh38.tsv.gz
Chen Y,GCST90200074,1-linoleoyl-GPG (18:2) levels,8115,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200074/GCST90200074_buildGRCh38.tsv.gz
Chen Y,GCST90200075,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (p-16:0/18:2) levels,8254,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200075/GCST90200075_buildGRCh38.tsv.gz
Chen Y,GCST90200076,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (p-18:0/18:2) levels,8261,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200076/GCST90200076_buildGRCh38.tsv.gz
Chen Y,GCST90200077,1-stearoyl-2-oleoyl-GPI (18:0/18:1) levels,8111,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200077/GCST90200077_buildGRCh38.tsv.gz
Chen Y,GCST90200078,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4) levels,8264,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200078/GCST90200078_buildGRCh38.tsv.gz
Chen Y,GCST90200079,1-oleoyl-2-arachidonoyl-GPE (18:1/20:4) levels,8121,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200079/GCST90200079_buildGRCh38.tsv.gz
Chen Y,GCST90200080,1-palmitoyl-2-oleoyl-GPI (16:0/18:1) levels,8123,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200080/GCST90200080_buildGRCh38.tsv.gz
Chen Y,GCST90200081,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6) levels,8267,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200081/GCST90200081_buildGRCh38.tsv.gz
Chen Y,GCST90200082,1-oleoyl-2-linoleoyl-GPE (18:1/18:2) levels,8205,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200082/GCST90200082_buildGRCh38.tsv.gz
Chen Y,GCST90200083,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0) levels,8266,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200083/GCST90200083_buildGRCh38.tsv.gz
Chen Y,GCST90200084,Oleoylcholine levels,8120,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200084/GCST90200084_buildGRCh38.tsv.gz
Chen Y,GCST90200085,Glycosyl-N-palmitoyl-sphingosine (d18:1/16:0) levels,8245,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200085/GCST90200085_buildGRCh38.tsv.gz
Chen Y,GCST90200086,Arachidonoylcholine levels,8170,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200086/GCST90200086_buildGRCh38.tsv.gz
Chen Y,GCST90200087,2-methylserine levels,7722,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200087/GCST90200087_buildGRCh38.tsv.gz
Chen Y,GCST90200088,(S)-3-hydroxybutyrylcarnitine levels,8249,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200088/GCST90200088_buildGRCh38.tsv.gz
Chen Y,GCST90200089,Methylsuccinoylcarnitine levels,8004,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200089/GCST90200089_buildGRCh38.tsv.gz
Chen Y,GCST90200090,Dihomo-linolenoyl-choline levels,6954,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200090/GCST90200090_buildGRCh38.tsv.gz
Chen Y,GCST90200091,Docosahexaenoylcholine levels,7440,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200091/GCST90200091_buildGRCh38.tsv.gz
Chen Y,GCST90200092,Glycocholate glucuronide (1) levels,4381,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200092/GCST90200092_buildGRCh38.tsv.gz
Chen Y,GCST90200093,Caffeic acid sulfate levels,7798,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200093/GCST90200093_buildGRCh38.tsv.gz
Chen Y,GCST90200094,Ascorbic acid 2-sulfate levels,8089,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200094/GCST90200094_buildGRCh38.tsv.gz
Chen Y,GCST90200095,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3) levels,8188,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200095/GCST90200095_buildGRCh38.tsv.gz
Chen Y,GCST90200096,Catechol glucuronide levels,4698,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200096/GCST90200096_buildGRCh38.tsv.gz
Chen Y,GCST90200097,Furaneol sulfate levels,5882,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200097/GCST90200097_buildGRCh38.tsv.gz
Chen Y,GCST90200098,Ceramide (d18:1/24:1) levels,8265,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200098/GCST90200098_buildGRCh38.tsv.gz
Chen Y,GCST90200099,N-oleoylserine levels,7591,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200099/GCST90200099_buildGRCh38.tsv.gz
Chen Y,GCST90200100,Perfluorooctanesulfonate (PFOS) levels,8218,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200100/GCST90200100_buildGRCh38.tsv.gz
Chen Y,GCST90200101,Pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC) levels,7837,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200101/GCST90200101_buildGRCh38.tsv.gz
Chen Y,GCST90200102,1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3) levels,7540,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200102/GCST90200102_buildGRCh38.tsv.gz
Chen Y,GCST90200103,Linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1] levels,7731,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200103/GCST90200103_buildGRCh38.tsv.gz
Chen Y,GCST90200104,Hexadecadienoate (16:2n6) levels,8274,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200104/GCST90200104_buildGRCh38.tsv.gz
Chen Y,GCST90200105,Glycosyl-N-behenoyl-sphingadienine (d18:2/22:0) levels,8232,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200105/GCST90200105_buildGRCh38.tsv.gz
Chen Y,GCST90200106,4-hydroxyphenylacetylglutamine levels,7752,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200106/GCST90200106_buildGRCh38.tsv.gz
Chen Y,GCST90200107,Gamma-glutamyl-alpha-lysine levels,8250,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200107/GCST90200107_buildGRCh38.tsv.gz
Chen Y,GCST90200108,N-palmitoyl-sphingadienine (d18:2/16:0) levels,7805,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200108/GCST90200108_buildGRCh38.tsv.gz
Chen Y,GCST90200109,Linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2] levels,7744,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200109/GCST90200109_buildGRCh38.tsv.gz
Chen Y,GCST90200110,Palmitoleoylcarnitine (C16:1) levels,8263,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200110/GCST90200110_buildGRCh38.tsv.gz
Chen Y,GCST90200111,N-stearoyl-sphingadienine (d18:2/18:0) levels,7229,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200111/GCST90200111_buildGRCh38.tsv.gz
Chen Y,GCST90200112,"2,3-dihydroxy-2-methylbutyrate levels",8018,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200112/GCST90200112_buildGRCh38.tsv.gz
Chen Y,GCST90200113,Stearoylcholine levels,7140,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200113/GCST90200113_buildGRCh38.tsv.gz
Chen Y,GCST90200114,Glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0) levels,7274,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200114/GCST90200114_buildGRCh38.tsv.gz
Chen Y,GCST90200115,N-palmitoyl-heptadecasphingosine (d17:1/16:0) levels,7141,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200115/GCST90200115_buildGRCh38.tsv.gz
Chen Y,GCST90200116,"Ceramide (d18:1/14:0, d16:1/16:0) levels",7270,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200116/GCST90200116_buildGRCh38.tsv.gz
Chen Y,GCST90200117,Glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH)) levels,8012,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200117/GCST90200117_buildGRCh38.tsv.gz
Chen Y,GCST90200118,"Glycosyl ceramide (d18:2/24:1, d18:1/24:2) levels",8251,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200118/GCST90200118_buildGRCh38.tsv.gz
Chen Y,GCST90200119,"Glycosyl ceramide (d18:1/23:1, d17:1/24:1) levels",5309,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200119/GCST90200119_buildGRCh38.tsv.gz
Chen Y,GCST90200120,Sphingadienine levels,4533,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200120/GCST90200120_buildGRCh38.tsv.gz
Chen Y,GCST90200121,"Ceramide (d18:1/17:0, d17:1/18:0) levels",6073,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200121/GCST90200121_buildGRCh38.tsv.gz
Chen Y,GCST90200122,Nisinate (24:6n3) levels,4765,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200122/GCST90200122_buildGRCh38.tsv.gz
Chen Y,GCST90200123,"Sphingomyelin (d18:0/20:0, d16:0/22:0) levels",8277,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200123/GCST90200123_buildGRCh38.tsv.gz
Chen Y,GCST90200124,Sphingomyelin (d18:2/24:2) levels,8140,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200124/GCST90200124_buildGRCh38.tsv.gz
Chen Y,GCST90200125,"Sphingomyelin (d17:2/16:0, d18:2/15:0) levels",8264,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200125/GCST90200125_buildGRCh38.tsv.gz
Chen Y,GCST90200126,Sphingomyelin (d18:2/23:1) levels,8267,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200126/GCST90200126_buildGRCh38.tsv.gz
Chen Y,GCST90200127,Behenoylcarnitine (C22) levels,7368,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200127/GCST90200127_buildGRCh38.tsv.gz
Chen Y,GCST90200128,Sphingomyelin (d18:2/18:1) levels,8253,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200128/GCST90200128_buildGRCh38.tsv.gz
Chen Y,GCST90200129,"Sphingomyelin (d18:2/21:0, d16:2/23:0) levels",8260,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200129/GCST90200129_buildGRCh38.tsv.gz
Chen Y,GCST90200130,Linoleoylcholine levels,8193,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200130/GCST90200130_buildGRCh38.tsv.gz
Chen Y,GCST90200131,"Sphingomyelin (d18:1/19:0, d19:1/18:0) levels",8256,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200131/GCST90200131_buildGRCh38.tsv.gz
Chen Y,GCST90200132,Linolenoylcarnitine (C18:3) levels,8195,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200132/GCST90200132_buildGRCh38.tsv.gz
Chen Y,GCST90200133,Heneicosapentaenoate (21:5n3) levels,4827,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200133/GCST90200133_buildGRCh38.tsv.gz
Chen Y,GCST90200134,"Sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0) levels",8126,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200134/GCST90200134_buildGRCh38.tsv.gz
Chen Y,GCST90200135,Arachidoylcarnitine (C20) levels,7682,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200135/GCST90200135_buildGRCh38.tsv.gz
Chen Y,GCST90200136,Cerotoylcarnitine (C26) levels,8266,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200136/GCST90200136_buildGRCh38.tsv.gz
Chen Y,GCST90200137,Lignoceroylcarnitine (C24) levels,8238,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200137/GCST90200137_buildGRCh38.tsv.gz
Chen Y,GCST90200138,Docosatrienoate (22:3n6) levels,5398,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200138/GCST90200138_buildGRCh38.tsv.gz
Chen Y,GCST90200139,Dihomo-linolenoylcarnitine (C20:3n3 or 6) levels,8092,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200139/GCST90200139_buildGRCh38.tsv.gz
Chen Y,GCST90200140,Carotene diol (2) levels,8196,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200140/GCST90200140_buildGRCh38.tsv.gz
Chen Y,GCST90200141,Ethyl alpha-glucopyranoside levels,6620,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200141/GCST90200141_buildGRCh38.tsv.gz
Chen Y,GCST90200142,Carotene diol (1) levels,8256,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200142/GCST90200142_buildGRCh38.tsv.gz
Chen Y,GCST90200143,Nervonoylcarnitine (C24:1) levels,7880,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200143/GCST90200143_buildGRCh38.tsv.gz
Chen Y,GCST90200144,Dihomo-linoleoylcarnitine (C20:2) levels,7887,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200144/GCST90200144_buildGRCh38.tsv.gz
Chen Y,GCST90200145,"Glycosyl ceramide (d18:1/20:0, d16:1/22:0) levels",8259,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200145/GCST90200145_buildGRCh38.tsv.gz
Chen Y,GCST90200146,Docosahexaenoylcarnitine (C22:6) levels,6287,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200146/GCST90200146_buildGRCh38.tsv.gz
Chen Y,GCST90200147,"N,N,N-trimethyl-5-aminovalerate levels",8214,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200147/GCST90200147_buildGRCh38.tsv.gz
Chen Y,GCST90200148,Eicosenoylcarnitine (C20:1) levels,8145,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200148/GCST90200148_buildGRCh38.tsv.gz
Chen Y,GCST90200149,Ximenoylcarnitine (C26:1) levels,8260,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200149/GCST90200149_buildGRCh38.tsv.gz
Chen Y,GCST90200150,Arachidonoylcarnitine (C20:4) levels,8202,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200150/GCST90200150_buildGRCh38.tsv.gz
Chen Y,GCST90200151,5-dodecenoylcarnitine (C12:1) levels,7899,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200151/GCST90200151_buildGRCh38.tsv.gz
Chen Y,GCST90200152,2-butenoylglycine levels,6253,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200152/GCST90200152_buildGRCh38.tsv.gz
Chen Y,GCST90200153,(N(1) + N(8))-acetylspermidine levels,8219,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200153/GCST90200153_buildGRCh38.tsv.gz
Chen Y,GCST90200154,Hydroxy-cmpf levels,8254,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200154/GCST90200154_buildGRCh38.tsv.gz
Chen Y,GCST90200155,2-furoylcarnitine levels,6448,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200155/GCST90200155_buildGRCh38.tsv.gz
Chen Y,GCST90200156,Cortolone glucuronide (1) levels,8152,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200156/GCST90200156_buildGRCh38.tsv.gz
Chen Y,GCST90200157,Carotene diol (3) levels,7650,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200157/GCST90200157_buildGRCh38.tsv.gz
